Team,Date,Opp,Rslt,plate_app,at_bats,runs_scored,hits,doubles,triples,HR,RBI,bases_on_balls,intentional_bb,strikeouts,hit_by_pitch,sac_hits,sac_flies,reached_on_error,double_plays,stolen_bases,caught_stealing,batting_avg,OBP,SLG,OPS,left_on_base,num_players_used,handedness_opp_pitcher,Opp. Starter (GmeSc),is_away,is_win,made_playoffs,roll_plate_app,roll_at_bats,roll_runs_scored,roll_hits,roll_doubles,roll_triples,roll_HR,roll_RBI,roll_bases_on_balls,roll_intentional_bb,roll_strikeouts,roll_hit_by_pitch,roll_sac_hits,roll_sac_flies,roll_reached_on_error,roll_double_plays,roll_stolen_bases,roll_caught_stealing,roll_batting_avg,roll_OBP,roll_SLG,roll_OPS,roll_left_on_base,roll_num_players_used,roll_is_win
Chicago White Sox,10-Aug,MIN,"L,3-4",33,32,3,6,1,0,2,3,1,0,11,0,0,0,0,1,0,0,0.25,0.332,0.418,0.75,3,11,R,G.Jax(59),1,0,1,39.333333333333336,35.333333333333336,7.666666666666667,9.333333333333334,1.6666666666666667,0.0,3.3333333333333335,7.333333333333333,3.3333333333333335,0.0,9.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.24966666666666668,0.332,0.417,0.7493333333333333,4.666666666666667,11.666666666666666,0.6666666666666666
Chicago White Sox,11-Aug,MIN,"L,0-1",35,32,0,6,0,0,0,0,3,0,10,0,0,0,0,1,0,0,0.249,0.331,0.416,0.747,8,9,R,B.Ober(61),1,0,1,37.333333333333336,34.0,4.666666666666667,8.0,1.0,0.0,2.0,4.333333333333333,3.0,0.0,9.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.24966666666666668,0.33166666666666667,0.4173333333333333,0.7493333333333334,5.666666666666667,9.666666666666666,0.3333333333333333
Chicago White Sox,12-Aug,NYY,"W,9-8",37,32,9,8,2,0,4,9,5,0,9,0,0,0,0,0,0,0,0.249,0.331,0.418,0.75,3,12,L,A.Heaney(31),0,1,1,35.0,32.0,4.0,6.666666666666667,1.0,0.0,2.0,4.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.24933333333333332,0.3313333333333333,0.41733333333333333,0.749,4.666666666666667,10.666666666666666,0.3333333333333333
Chicago White Sox,14-Aug,NYY,"L,5-7",46,41,5,13,2,0,2,5,4,1,7,0,0,1,0,1,0,0,0.25,0.331,0.419,0.751,11,11,R,J.Taillon(44),0,0,1,39.333333333333336,35.0,4.666666666666667,9.0,1.3333333333333333,0.0,2.0,4.666666666666667,4.0,0.3333333333333333,8.666666666666666,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.24933333333333332,0.331,0.4176666666666667,0.7493333333333334,7.333333333333333,10.666666666666666,0.3333333333333333
Chicago White Sox,15-Aug,NYY,"L,3-5",38,34,3,10,1,0,1,3,4,0,9,0,0,0,0,3,0,0,0.25,0.332,0.419,0.751,8,11,L,N.Cortes(60),0,0,1,40.333333333333336,35.666666666666664,5.666666666666667,10.333333333333334,1.6666666666666667,0.0,2.3333333333333335,5.666666666666667,4.333333333333333,0.3333333333333333,8.333333333333334,0.0,0.0,0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.24966666666666668,0.3313333333333333,0.4186666666666667,0.7506666666666666,7.333333333333333,11.333333333333334,0.3333333333333333
Chicago White Sox,16-Aug,OAK,"W,5-2",37,31,5,10,0,0,1,5,3,0,9,1,1,1,1,1,3,0,0.251,0.332,0.419,0.752,8,9,R,F.Montas(42),0,1,1,40.333333333333336,35.333333333333336,4.333333333333333,11.0,1.0,0.0,1.3333333333333333,4.333333333333333,3.6666666666666665,0.3333333333333333,8.333333333333334,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,0.0,0.25033333333333335,0.3316666666666667,0.41900000000000004,0.7513333333333333,9.0,10.333333333333334,0.3333333333333333
Chicago White Sox,17-Aug,OAK,"W,9-0",38,34,9,11,0,1,2,9,4,0,9,0,0,0,0,1,0,0,0.251,0.333,0.421,0.753,5,10,R,C.Bassitt(36),0,1,1,37.666666666666664,33.0,5.666666666666667,10.333333333333334,0.3333333333333333,0.3333333333333333,1.3333333333333333,5.666666666666667,3.6666666666666665,0.0,9.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,0.0,0.25066666666666665,0.33233333333333337,0.41966666666666663,0.7520000000000001,7.0,10.0,0.6666666666666666
Chicago White Sox,18-Aug,OAK,"W,3-2",35,32,3,9,1,0,0,3,3,0,7,0,0,0,0,1,1,0,0.252,0.333,0.42,0.753,8,10,R,P.Blackburn(46),0,1,1,36.666666666666664,32.333333333333336,5.666666666666667,10.0,0.3333333333333333,0.3333333333333333,1.0,5.666666666666667,3.3333333333333335,0.0,8.333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,0.0,0.25133333333333335,0.33266666666666667,0.41999999999999993,0.7526666666666667,7.0,9.666666666666666,1.0
Chicago White Sox,19-Aug,OAK,"L,4-5",40,35,4,8,1,0,1,3,5,0,3,0,0,0,1,1,0,0,0.251,0.333,0.419,0.752,9,9,L,C.Irvin(43),0,0,1,37.666666666666664,33.666666666666664,5.333333333333333,9.333333333333334,0.6666666666666666,0.3333333333333333,1.0,5.0,4.0,0.0,6.333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.25133333333333335,0.333,0.42,0.7526666666666667,7.333333333333333,9.666666666666666,0.6666666666666666
Chicago White Sox,20-Aug,TBR,"W,7-5",49,47,7,11,1,0,2,7,1,1,16,1,0,0,3,0,0,0,0.251,0.332,0.419,0.751,9,10,R,M.Wacha(46),1,1,1,41.333333333333336,38.0,4.666666666666667,9.333333333333334,1.0,0.0,1.0,4.333333333333333,3.0,0.3333333333333333,8.666666666666666,0.3333333333333333,0.0,0.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.25133333333333335,0.3326666666666667,0.41933333333333334,0.7519999999999999,8.666666666666666,9.666666666666666,0.6666666666666666
Chicago White Sox,21-Aug,TBR,"L,4-8",35,33,4,9,4,0,1,4,1,0,6,0,0,1,0,2,0,0,0.251,0.332,0.419,0.751,4,9,R,L.Patino(58),1,0,1,41.333333333333336,38.333333333333336,5.0,9.333333333333334,2.0,0.0,1.3333333333333333,4.666666666666667,2.3333333333333335,0.3333333333333333,8.333333333333334,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,1.0,0.0,0.0,0.251,0.33233333333333337,0.419,0.7513333333333333,7.333333333333333,9.333333333333334,0.3333333333333333
Chicago White Sox,22-Aug,TBR,"L,0-9",35,33,0,7,1,0,0,0,2,0,10,0,0,0,1,1,0,0,0.251,0.331,0.418,0.749,8,9,R,C.Archer(57),1,0,1,39.666666666666664,37.666666666666664,3.6666666666666665,9.0,2.0,0.0,1.0,3.6666666666666665,1.3333333333333333,0.3333333333333333,10.666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,1.0,0.0,0.0,0.251,0.3316666666666667,0.4186666666666666,0.7503333333333333,7.0,9.333333333333334,0.3333333333333333
Chicago White Sox,23-Aug,TOR,"L,1-2",36,31,1,6,0,0,0,1,3,0,10,2,0,0,0,2,0,0,0.251,0.331,0.416,0.747,8,11,R,A.Manoah(60),1,0,1,35.333333333333336,32.333333333333336,1.6666666666666667,7.333333333333333,1.6666666666666667,0.0,0.3333333333333333,1.6666666666666667,2.0,0.0,8.666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.0,0.0,0.251,0.3313333333333333,0.41766666666666663,0.749,6.666666666666667,9.666666666666666,0.0
Chicago White Sox,24-Aug,TOR,"W,5-2",44,42,5,18,2,0,1,5,2,0,11,0,0,0,0,0,0,0,0.252,0.332,0.417,0.75,12,9,R,J.Berrios(31),1,1,1,38.333333333333336,35.333333333333336,2.0,10.333333333333334,1.0,0.0,0.3333333333333333,2.0,2.3333333333333335,0.0,10.333333333333334,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.25133333333333335,0.3313333333333333,0.417,0.7486666666666667,9.333333333333334,9.666666666666666,0.3333333333333333
Chicago White Sox,25-Aug,TOR,"L,1-3",34,32,1,6,0,0,0,1,1,0,16,1,0,0,0,1,2,0,0.252,0.331,0.416,0.747,6,9,L,R.Ray(76),1,0,1,38.0,35.0,2.3333333333333335,10.0,0.6666666666666666,0.0,0.3333333333333333,2.3333333333333335,2.0,0.0,12.333333333333334,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.25166666666666665,0.3313333333333333,0.4163333333333333,0.7479999999999999,8.666666666666666,9.666666666666666,0.3333333333333333
Chicago White Sox,26-Aug,TOR,"W,10-7",41,39,10,12,2,0,4,10,2,0,7,0,0,0,0,0,0,0,0.252,0.332,0.418,0.749,4,9,L,H.Ryu(22),1,1,1,39.666666666666664,37.666666666666664,5.333333333333333,12.0,1.3333333333333333,0.0,1.6666666666666667,5.333333333333333,1.6666666666666667,0.0,11.333333333333334,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.252,0.3316666666666667,0.417,0.7486666666666667,7.333333333333333,9.0,0.6666666666666666
Chicago White Sox,27-Aug,CHC,"W,17-13",52,41,17,15,5,0,2,16,9,0,2,2,0,0,2,0,0,0,0.254,0.333,0.42,0.753,11,10,R,K.Thompson(27),0,1,1,42.333333333333336,37.333333333333336,9.333333333333334,11.0,2.3333333333333335,0.0,2.0,9.0,4.0,0.0,8.333333333333334,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.25266666666666665,0.332,0.418,0.7496666666666667,7.0,9.333333333333334,0.6666666666666666
Chicago White Sox,28-Aug,CHC,"L,0-7",32,29,0,4,1,0,0,0,2,0,3,1,0,0,0,2,0,0,0.253,0.333,0.418,0.751,5,9,R,A.Mills(76),0,0,1,41.666666666666664,36.333333333333336,9.0,10.333333333333334,2.6666666666666665,0.0,2.0,8.666666666666666,4.333333333333333,0.0,4.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.253,0.3326666666666667,0.4186666666666667,0.751,6.666666666666667,9.333333333333334,0.6666666666666666
Chicago White Sox,29-Aug,CHC,"W,13-1",39,33,13,11,1,0,5,13,4,0,8,2,0,0,0,2,0,0,0.253,0.333,0.421,0.755,2,10,R,K.Hendricks(20),0,1,1,41.0,34.333333333333336,10.0,10.0,2.3333333333333335,0.0,2.3333333333333335,9.666666666666666,5.0,0.0,4.333333333333333,1.6666666666666667,0.0,0.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.25333333333333335,0.333,0.41966666666666663,0.753,6.0,9.666666666666666,0.6666666666666666
Chicago White Sox,31-Aug,PIT,"W,4-2",34,29,4,6,2,0,2,4,4,0,5,0,0,1,0,0,0,0,0.253,0.333,0.422,0.755,6,9,R,B.Wilson(39),0,1,1,35.0,30.333333333333332,5.666666666666667,7.0,1.3333333333333333,0.0,2.3333333333333335,5.666666666666667,3.3333333333333335,0.0,5.333333333333333,1.0,0.0,0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.253,0.333,0.4203333333333334,0.7536666666666667,4.333333333333333,9.333333333333334,0.6666666666666666
Chicago White Sox,1-Sep,PIT,"W,6-3",38,33,6,11,3,0,2,5,3,0,2,2,0,0,0,1,0,0,0.254,0.334,0.423,0.757,8,9,R,M.Kranick(27),0,1,1,37.0,31.666666666666668,7.666666666666667,9.333333333333334,2.0,0.0,3.0,7.333333333333333,3.6666666666666665,0.0,5.0,1.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.25333333333333335,0.3333333333333333,0.422,0.7556666666666666,5.333333333333333,9.333333333333334,1.0
Chicago White Sox,3-Sep,KCR,"L,2-7",36,33,2,6,0,0,0,2,3,0,6,0,0,0,0,0,0,0,0.253,0.333,0.421,0.755,7,13,R,C.Hernandez(54),1,0,1,36.0,31.666666666666668,4.0,7.666666666666667,1.6666666666666667,0.0,1.3333333333333333,3.6666666666666665,3.3333333333333335,0.0,4.333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.25333333333333335,0.3333333333333333,0.422,0.7556666666666668,7.0,10.333333333333334,0.6666666666666666
Chicago White Sox,4-Sep,KCR,"W,10-7",46,38,10,15,2,0,2,9,6,0,10,0,0,2,0,1,0,0,0.254,0.334,0.423,0.757,9,10,L,D.Lynch(24),1,1,1,40.0,34.666666666666664,6.0,10.666666666666666,1.6666666666666667,0.0,1.3333333333333333,5.333333333333333,4.0,0.0,6.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.25366666666666665,0.3336666666666667,0.4223333333333333,0.7563333333333334,8.0,10.666666666666666,0.6666666666666666
Chicago White Sox,5-Sep,KCR,"L,0-6",34,33,0,7,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0.254,0.334,0.421,0.755,7,9,R,B.Singer(73),1,0,1,38.666666666666664,34.666666666666664,4.0,9.333333333333334,0.6666666666666666,0.0,0.6666666666666666,3.6666666666666665,3.3333333333333335,0.0,8.666666666666666,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.25366666666666665,0.3336666666666666,0.42166666666666663,0.7556666666666666,7.666666666666667,10.666666666666666,0.3333333333333333
Chicago White Sox,7-Sep,OAK,"W,6-3",46,41,6,15,3,0,0,6,3,0,8,2,0,0,0,1,1,0,0.255,0.335,0.422,0.756,13,10,R,J.Kaprielian(50),1,1,1,42.0,37.333333333333336,5.333333333333333,12.333333333333334,1.6666666666666667,0.0,0.6666666666666666,5.0,3.3333333333333335,0.0,9.333333333333334,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0,0.25433333333333336,0.33433333333333337,0.422,0.7559999999999999,9.666666666666666,9.666666666666666,0.6666666666666666
Chicago White Sox,8-Sep,OAK,"L,1-5",35,33,1,8,2,0,0,1,2,0,8,0,0,0,0,3,0,0,0.255,0.334,0.421,0.755,7,10,R,F.Montas(66),1,0,1,38.333333333333336,35.666666666666664,2.3333333333333335,10.0,1.6666666666666667,0.0,0.0,2.3333333333333335,2.0,0.0,8.666666666666666,0.6666666666666666,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,0.0,0.25466666666666665,0.33433333333333337,0.4213333333333333,0.7553333333333333,9.0,9.666666666666666,0.3333333333333333
Chicago White Sox,9-Sep,OAK,"L,1-3",34,33,1,7,2,1,0,1,1,0,9,0,0,0,0,1,0,0,0.255,0.334,0.42,0.754,6,11,L,S.Manaea(71),1,0,1,38.333333333333336,35.666666666666664,2.6666666666666665,10.0,2.3333333333333335,0.3333333333333333,0.0,2.6666666666666665,2.0,0.0,8.333333333333334,0.6666666666666666,0.0,0.0,0.0,1.6666666666666667,0.3333333333333333,0.0,0.255,0.33433333333333337,0.421,0.755,8.666666666666666,10.333333333333334,0.3333333333333333
Chicago White Sox,10-Sep,BOS,"W,4-3",39,30,4,6,0,0,1,4,6,0,7,3,0,0,1,0,0,0,0.254,0.334,0.419,0.753,11,10,R,T.Houck(37),0,1,1,36.0,32.0,2.0,7.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,3.0,0.0,8.0,1.0,0.0,0.0,0.3333333333333333,1.3333333333333333,0.0,0.0,0.25466666666666665,0.3340000000000001,0.42,0.754,8.0,10.333333333333334,0.3333333333333333
Chicago White Sox,11-Sep,BOS,"L,8-9",44,39,8,11,4,0,2,8,5,1,6,0,0,0,0,3,0,0,0.255,0.334,0.42,0.755,6,13,R,C.Seabold(43),0,0,1,39.0,34.0,4.333333333333333,8.0,2.0,0.3333333333333333,1.0,4.333333333333333,4.0,0.3333333333333333,7.333333333333333,1.0,0.0,0.0,0.3333333333333333,1.3333333333333333,0.0,0.0,0.25466666666666665,0.334,0.41966666666666663,0.754,7.666666666666667,11.333333333333334,0.3333333333333333
Chicago White Sox,12-Sep,BOS,"W,2-1",33,29,2,5,1,0,1,2,3,1,11,0,1,0,0,1,0,0,0.254,0.334,0.42,0.753,5,10,R,N.Pivetta(61),0,1,1,38.666666666666664,32.666666666666664,4.666666666666667,7.333333333333333,1.6666666666666667,0.0,1.3333333333333333,4.666666666666667,4.666666666666667,0.6666666666666666,8.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,0.0,0.0,0.25433333333333336,0.334,0.41966666666666663,0.7536666666666667,7.333333333333333,11.0,0.6666666666666666
Chicago White Sox,14-Sep,LAA,"W,9-3",40,34,9,13,3,0,2,8,3,0,4,3,0,0,0,1,0,0,0.255,0.335,0.421,0.756,7,9,L,P.Naughton(31),0,1,1,39.0,34.0,6.333333333333333,9.666666666666666,2.6666666666666665,0.0,1.6666666666666667,6.0,3.6666666666666665,0.6666666666666666,7.0,1.0,0.3333333333333333,0.0,0.0,1.6666666666666667,0.0,0.0,0.25466666666666665,0.33433333333333337,0.4203333333333333,0.7546666666666667,6.0,10.666666666666666,0.6666666666666666
Chicago White Sox,15-Sep,LAA,"L,2-3",36,34,2,9,3,0,1,2,1,0,11,0,1,0,0,1,0,0,0.255,0.334,0.421,0.756,7,10,R,J.Junk(55),0,0,1,36.333333333333336,32.333333333333336,4.333333333333333,9.0,2.3333333333333335,0.0,1.3333333333333333,4.0,2.3333333333333335,0.3333333333333333,8.666666666666666,1.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.25466666666666665,0.33433333333333337,0.4206666666666667,0.755,6.333333333333333,9.666666666666666,0.6666666666666666
Chicago White Sox,16-Sep,LAA,"L,3-9",39,34,3,9,1,0,0,3,4,0,11,0,0,1,1,2,0,0,0.255,0.334,0.42,0.755,9,10,R,A.Cobb(66),0,0,1,38.333333333333336,34.0,4.666666666666667,10.333333333333334,2.3333333333333335,0.0,1.0,4.333333333333333,2.6666666666666665,0.0,8.666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0,0.0,0.255,0.33433333333333337,0.4206666666666667,0.7556666666666666,7.666666666666667,9.666666666666666,0.3333333333333333
Chicago White Sox,17-Sep,TEX,"W,8-0",44,38,8,12,7,0,0,8,5,0,12,0,0,1,0,0,0,0,0.256,0.335,0.421,0.756,9,10,L,T.Hearn(17),1,1,1,39.666666666666664,35.333333333333336,4.333333333333333,10.0,3.6666666666666665,0.0,0.3333333333333333,4.333333333333333,3.3333333333333335,0.0,11.333333333333334,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.25533333333333336,0.33433333333333337,0.4206666666666667,0.7556666666666666,8.333333333333334,10.0,0.3333333333333333
Chicago White Sox,18-Sep,TEX,"L,1-2",37,30,1,3,0,0,1,1,7,0,6,0,0,0,0,1,0,0,0.255,0.334,0.42,0.754,9,9,R,S.Howard(57),1,0,1,40.0,34.0,4.0,8.0,2.6666666666666665,0.0,0.3333333333333333,4.0,5.333333333333333,0.0,9.666666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.25533333333333336,0.33433333333333337,0.4203333333333333,0.755,9.0,9.666666666666666,0.3333333333333333
Chicago White Sox,19-Sep,TEX,"W,7-2",42,36,7,10,3,0,1,7,5,0,4,1,0,0,0,1,0,0,0.255,0.335,0.42,0.755,8,10,R,J.Lyles(25),1,1,1,41.0,34.666666666666664,5.333333333333333,8.333333333333334,3.3333333333333335,0.0,0.6666666666666666,5.333333333333333,5.666666666666667,0.0,7.333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.25533333333333336,0.33466666666666667,0.4203333333333334,0.755,8.666666666666666,9.666666666666666,0.6666666666666666
Chicago White Sox,20-Sep,DET,"L,3-4",36,31,3,5,2,0,0,3,3,0,7,1,0,1,0,0,0,0,0.254,0.334,0.419,0.753,6,9,R,M.Manning(46),1,0,1,38.333333333333336,32.333333333333336,3.6666666666666665,6.0,1.6666666666666667,0.0,0.6666666666666666,3.6666666666666665,5.0,0.0,5.666666666666667,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.25466666666666665,0.33433333333333337,0.41966666666666663,0.754,7.666666666666667,9.333333333333334,0.3333333333333333
Chicago White Sox,21-Sep,DET,"L,3-5",43,36,3,12,5,0,0,3,6,0,6,0,1,0,0,1,0,0,0.255,0.335,0.419,0.754,13,9,L,T.Alexander(43),1,0,1,40.333333333333336,34.333333333333336,4.333333333333333,9.0,3.3333333333333335,0.0,0.3333333333333333,4.333333333333333,4.666666666666667,0.0,5.666666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.25466666666666665,0.33466666666666667,0.41933333333333334,0.754,9.0,9.333333333333334,0.3333333333333333
Chicago White Sox,Sep 23 (1),CLE,"W,7-2",34,30,7,11,0,0,4,7,3,0,10,1,0,0,0,2,0,0,0.255,0.336,0.421,0.757,6,10,R,A.Civale(14),1,1,1,37.666666666666664,32.333333333333336,4.333333333333333,9.333333333333334,2.3333333333333335,0.0,1.3333333333333333,4.333333333333333,4.0,0.0,7.666666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.25466666666666665,0.335,0.41966666666666663,0.7546666666666667,8.333333333333334,9.333333333333334,0.3333333333333333
Chicago White Sox,Sep 23 (2),CLE,"L,3-5",31,30,3,10,1,0,0,2,1,0,5,0,0,0,0,0,0,0,0.256,0.336,0.421,0.757,7,9,R,Z.Plesac(51),1,0,1,36.0,32.0,4.333333333333333,11.0,2.0,0.0,1.3333333333333333,4.0,3.3333333333333335,0.0,7.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.25533333333333336,0.3356666666666667,0.4203333333333333,0.7559999999999999,8.666666666666666,9.333333333333334,0.3333333333333333
Chicago White Sox,24-Sep,CLE,"W,1-0",31,31,1,5,0,0,1,1,0,0,11,0,0,0,0,1,0,0,0.255,0.335,0.42,0.755,3,9,R,S.Bieber(62),1,1,1,32.0,30.333333333333332,3.6666666666666665,8.666666666666666,0.3333333333333333,0.0,1.6666666666666667,3.3333333333333335,1.3333333333333333,0.0,8.666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.25533333333333336,0.3356666666666667,0.4206666666666667,0.7563333333333334,5.333333333333333,9.333333333333334,0.6666666666666666
Chicago White Sox,25-Sep,CLE,"L,0-6",31,29,0,3,2,0,0,0,2,0,8,0,0,0,1,2,0,0,0.254,0.334,0.418,0.752,4,9,R,E.Morgan(75),1,0,1,31.0,30.0,1.3333333333333333,6.0,1.0,0.0,0.3333333333333333,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.255,0.33499999999999996,0.41966666666666663,0.7546666666666667,4.666666666666667,9.0,0.3333333333333333
Chicago White Sox,26-Sep,CLE,"W,5-2",45,38,5,13,1,0,0,4,5,0,11,1,1,0,1,2,2,0,0.255,0.335,0.418,0.753,13,9,R,T.McKenzie(35),1,1,1,35.666666666666664,32.666666666666664,2.0,7.0,1.0,0.0,0.3333333333333333,1.6666666666666667,2.3333333333333335,0.0,10.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.0,0.25466666666666665,0.33466666666666667,0.4186666666666667,0.7533333333333333,6.666666666666667,9.0,0.6666666666666666
Chicago White Sox,27-Sep,DET,"W,8-7",41,33,8,11,4,0,2,8,7,0,4,1,0,0,0,3,0,1,0.256,0.335,0.419,0.755,6,10,R,M.Manning(26),1,1,1,39.0,33.333333333333336,4.333333333333333,9.0,2.3333333333333335,0.0,0.6666666666666666,4.0,4.666666666666667,0.0,7.666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.3333333333333333,0.255,0.33466666666666667,0.4183333333333333,0.7533333333333333,7.666666666666667,9.333333333333334,0.6666666666666666
Chicago White Sox,28-Sep,CIN,"W,7-1",39,32,7,10,1,1,4,7,6,0,7,0,1,0,1,1,0,0,0.256,0.336,0.422,0.758,8,10,R,R.O'Brien(41),0,1,1,41.666666666666664,34.333333333333336,6.666666666666667,11.333333333333334,2.0,0.3333333333333333,2.0,6.333333333333333,6.0,0.0,7.333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,0.25566666666666665,0.3353333333333333,0.41966666666666663,0.7553333333333333,9.0,9.666666666666666,1.0
Chicago White Sox,29-Sep,CIN,"W,6-1",34,31,6,7,0,0,2,5,2,0,11,1,0,0,0,0,1,0,0.256,0.336,0.422,0.757,4,9,R,S.Gray(38),0,1,1,38.0,32.0,7.0,9.333333333333334,1.6666666666666667,0.3333333333333333,2.6666666666666665,6.666666666666667,5.0,0.0,7.333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.256,0.3356666666666667,0.421,0.7566666666666667,6.0,9.666666666666666,1.0
Chicago White Sox,1-Oct,DET,"W,8-1",43,36,8,13,4,0,1,8,5,0,7,1,0,1,0,2,0,0,0.256,0.337,0.423,0.759,11,10,R,W.Peralta(40),0,1,1,38.666666666666664,33.0,7.0,10.0,1.6666666666666667,0.3333333333333333,2.3333333333333335,6.666666666666667,4.333333333333333,0.0,8.333333333333334,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.256,0.3363333333333334,0.4223333333333333,0.758,7.666666666666667,9.666666666666666,1.0
Chicago White Sox,2-Oct,DET,"W,5-4",34,32,5,8,3,0,1,5,2,0,12,0,0,0,0,0,0,0,0.256,0.336,0.423,0.759,5,10,R,M.Manning(69),0,1,1,37.0,33.0,6.333333333333333,9.333333333333334,2.3333333333333335,0.0,1.3333333333333333,6.0,3.0,0.0,10.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.256,0.3363333333333333,0.4226666666666667,0.7583333333333333,6.666666666666667,9.666666666666666,1.0
Chicago White Sox,3-Oct,DET,"L,2-5",38,34,2,8,1,0,1,2,4,0,6,0,0,0,1,1,0,0,0.256,0.336,0.422,0.758,9,12,L,T.Alexander(62),0,0,1,38.333333333333336,34.0,5.0,9.666666666666666,2.6666666666666665,0.0,1.0,5.0,3.6666666666666665,0.0,8.333333333333334,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.256,0.3363333333333334,0.4226666666666667,0.7586666666666666,8.333333333333334,10.666666666666666,0.6666666666666666
Boston Red Sox,2-Apr,BAL,"L,0-3",31,29,0,2,1,0,0,0,2,0,8,0,0,0,1,0,0,0,0.069,0.129,0.103,0.232,4,9,L,J.Means(80),0,0,1,31.0,29.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.069,0.129,0.103,0.232,4.0,9.0,0.0
Boston Red Sox,3-Apr,BAL,"L,2-4",37,33,2,7,1,0,0,2,2,0,8,1,0,1,0,0,1,0,0.145,0.206,0.177,0.383,8,10,R,M.Harvey(47),0,0,1,34.0,31.0,1.0,4.5,1.0,0.0,0.0,1.0,2.0,0.0,8.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.107,0.16749999999999998,0.13999999999999999,0.3075,6.0,9.5,0.0
